Unique Key,Created Date,Closed Date,Agency,Agency Name,Problem (formerly Complaint Type),Problem Detail (formerly Descriptor),Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
60536258,2024 Mar 09 08:53:00 PM,2024 Mar 09 10:05:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10019,100 WEST   57 STREET,WEST   57 STREET,AVENUE OF THE AMERICAS,6 1/2 AVE,,,ADDRESS,NEW YORK,,,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2024 Mar 09 10:05:00 PM,05 MANHATTAN,MANHATTAN,"990,491","217,779",Unspecified,MANHATTAN,,,,,,,,40.76442727,-73.97747036,POINT (-73.977470360149 40.764427271307)
60537168,2024 Mar 09 08:50:00 PM,2024 Mar 10 09:25:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11215,,,,,7 AVENUE,10 STREET,INTERSECTION,BROOKLYN,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2024 Mar 10 09:25:00 AM,06 BROOKLYN,BROOKLYN,"989,222","182,026",Unspecified,BROOKLYN,,,,,,,,40.66629466,-73.98207778,POINT (-73.98207778143 40.666294656452)
60534398,2024 Mar 09 08:26:00 PM,2024 Mar 16 10:00:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11694,178 BEACH  118 STREET,BEACH  118 STREET,OCEAN PROM,ROCKAWAY BEACH BLVD,,,ADDRESS,FAR ROCKAWAY,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2024 Mar 16 10:00:00 AM,14 QUEENS,QUEENS,"1,029,090","150,137",Unspecified,QUEENS,,,,,,,,40.57865402,-73.83858041,POINT (-73.838580407865 40.578654017462)
60533519,2024 Mar 09 08:17:00 PM,2024 Mar 10 09:45:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10304,69 GORDON STREET,GORDON STREET,GRAY ST,PURROY PL,,,ADDRESS,STATEN ISLAND,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2024 Mar 10 09:45:00 AM,01 STATEN ISLAND,STATEN ISLAND,"961,360","167,097",Unspecified,STATEN ISLAND,,,,,,,,40.6252896,-74.08245929,POINT (-74.082459292107 40.625289598703)
60533520,2024 Mar 09 08:11:00 PM,2024 Mar 10 08:45:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10308,206 TENNYSON DRIVE,TENNYSON DRIVE,GOODALL ST,GLOVER ST,,,ADDRESS,STATEN ISLAND,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2024 Mar 10 08:45:00 AM,03 STATEN ISLAND,STATEN ISLAND,"943,991","135,178",Unspecified,STATEN ISLAND,,,,,,,,40.53761648,-74.14483943,POINT (-74.144839433403 40.53761648014)
60535347,2024 Mar 09 07:59:00 PM,2024 Mar 12 12:40:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11694,440 BEACH  139 STREET,BEACH  139 STREET,NEWPORT AVE,CRONSTON AVE,,,ADDRESS,FAR ROCKAWAY,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2024 Mar 12 12:40:00 PM,14 QUEENS,QUEENS,"1,023,757","149,114",Unspecified,QUEENS,,,,,,,,40.57587146,-73.85778463,POINT (-73.857784626517 40.575871457536)
60538078,2024 Mar 09 05:38:00 PM,2024 Mar 09 05:38:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10001,305 WEST   28 STREET,WEST   28 STREET,8 AVE,BEND,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2024 Mar 09 05:38:00 PM,04 MANHATTAN,MANHATTAN,"985,242","211,992",Unspecified,MANHATTAN,,,,,,,,40.74854558,-73.99641979,POINT (-73.996419792588 40.748545578653)
60536255,2024 Mar 09 05:32:00 PM,2024 Mar 09 07:20:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10001,305 WEST   28 STREET,WEST   28 STREET,8 AVE,BEND,,,ADDRESS,NEW YORK,,,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2024 Mar 09 07:20:00 PM,04 MANHATTAN,MANHATTAN,"985,242","211,992",Unspecified,MANHATTAN,,,,,,,,40.74854558,-73.99641979,POINT (-73.996419792588 40.748545578653)
60532589,2024 Mar 09 04:14:00 PM,2024 Mar 09 05:35:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11221,1142 DE KALB AVENUE,DE KALB AVENUE,BROADWAY,BUSHWICK AVE,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2024 Mar 09 05:35:00 PM,04 BROOKLYN,BROOKLYN,"1,003,901","192,290",Unspecified,BROOKLYN,,,,,,,,40.69444659,-73.92913551,POINT (-73.929135506796 40.694446585917)
60537165,2024 Mar 09 03:29:00 PM,2024 Mar 09 04:17:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11436,114-79 145 STREET,145 STREET,LINDEN BLVD,115 AVE,,,ADDRESS,JAMAICA,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2024 Mar 09 04:17:00 PM,12 QUEENS,QUEENS,"1,040,196","188,341",Unspecified,QUEENS,,,,,,,,40.6834525,-73.79828333,POINT (-73.798283325205 40.683452499878)
60533516,2024 Mar 09 03:08:00 PM,,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10455,,,,,EAST 149 STREET,BROOK AVENUE,INTERSECTION,BRONX,,,Open,,,,01 BRONX,BRONX,"1,007,791","236,192",Unspecified,BRONX,,,,,,,,40.81493685,-73.91495388,POINT (-73.914953876998 40.814936845735)
60537166,2024 Mar 09 10:26:00 AM,2024 Mar 09 04:15:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11412,119-36 196 STREET,196 STREET,119 AVE,120 AVE,,,ADDRESS,SAINT ALBANS,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2024 Mar 09 04:15:00 PM,12 QUEENS,QUEENS,"1,052,374","190,781",Unspecified,QUEENS,,,,,,,,40.69006437,-73.75435035,POINT (-73.754350350831 40.690064365162)
60533517,2024 Mar 09 10:05:00 AM,2024 Mar 10 09:00:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11362,,,,,61 AVENUE,262 STREET,INTERSECTION,QUEENS,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2024 Mar 10 09:00:00 AM,11 QUEENS,QUEENS,"1,061,786","215,863",Unspecified,QUEENS,,,,,,,,40.75883057,-73.72012268,POINT (-73.720122683885 40.758830566969)
60532590,2024 Mar 09 09:29:00 AM,2024 Mar 10 09:25:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11432,184-30 HOVENDEN ROAD,HOVENDEN ROAD,SOMERSET ST,CHEVY CHASE ST,,,ADDRESS,JAMAICA,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2024 Mar 10 09:25:00 AM,08 QUEENS,QUEENS,"1,045,199","201,429",Unspecified,QUEENS,,,,,,,,40.71934285,-73.78012633,POINT (-73.78012633173 40.719342845735)
60538080,2024 Mar 09 07:29:00 AM,2024 Mar 10 11:05:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11414,6 BROADWAY,BROADWAY,102 ST,102 ST,,,ADDRESS,HOWARD BEACH,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2024 Mar 10 11:05:00 AM,10 QUEENS,QUEENS,"1,031,161","179,077",Unspecified,QUEENS,,,,,,,,40.65807744,-73.83092394,POINT (-73.830923944217 40.658077435518)
60525650,2024 Mar 08 11:38:00 PM,2024 Mar 10 08:35:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11364,,,,,232 STREET,64 AVENUE,INTERSECTION,QUEENS,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2024 Mar 10 08:35:00 AM,11 QUEENS,QUEENS,"1,054,628","212,632",Unspecified,QUEENS,,,,,,,,40.75002221,-73.74599418,POINT (-73.745994178048 40.750022205308)
60528125,2024 Mar 08 06:02:00 PM,2024 Mar 16 01:25:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11004,77-10 LITTLENECK PARKWAY,LITTLENECK PARKWAY,SHILOH AVE,75 AVE,,,ADDRESS,GLEN OAKS,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2024 Mar 16 01:25:00 PM,13 QUEENS,QUEENS,"1,062,303","211,024",Unspecified,QUEENS,,,,,,,,40.74554426,-73.71831268,POINT (-73.718312679863 40.745544256851)
60523173,2024 Mar 08 04:41:00 PM,2024 Mar 09 01:35:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11221,430 HART STREET,HART STREET,STUYVESANT AVE,BROADWAY,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2024 Mar 09 01:35:00 PM,03 BROOKLYN,BROOKLYN,"1,002,679","192,460",Unspecified,BROOKLYN,,,,,,,,40.69491583,-73.93354176,POINT (-73.933541757703 40.694915825417)
60529310,2024 Mar 08 03:32:00 PM,2024 Mar 09 04:40:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11414,99-59 MCKEE COURT,MCKEE COURT,DEAD END,104 ST,,,ADDRESS,HOWARD BEACH,,,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2024 Mar 09 04:40:00 AM,10 QUEENS,QUEENS,"1,031,316","176,815",Unspecified,QUEENS,,,,,,,,40.65186793,-73.83038108,POINT (-73.830381082906 40.65186792925)
60528123,2024 Mar 08 02:29:00 PM,2024 Mar 08 03:15:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11436,114-32 148 STREET,148 STREET,LINDEN BLVD,115 AVE,,,ADDRESS,JAMAICA,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2024 Mar 08 03:15:00 PM,12 QUEENS,QUEENS,"1,041,062","188,977",Unspecified,QUEENS,,,,,,,,40.68519265,-73.79515556,POINT (-73.795155558863 40.685192653946)
60525651,2024 Mar 08 02:17:00 PM,2024 Mar 09 01:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10314,260 MEREDITH AVENUE,MEREDITH AVENUE,STATEN ISLAND RAILWAY LINE,SOUTH AVE,,,ADDRESS,STATEN ISLAND,,,Closed,,The Department of Environmental Protection investigated the complaint and determined that the condition is the responsibility of the home or business owner.,2024 Mar 09 01:00:00 PM,02 STATEN ISLAND,STATEN ISLAND,"930,463","157,684",Unspecified,STATEN ISLAND,,,,,,,,40.59931921,-74.19368789,POINT (-74.193687889001 40.599319206065)
60521998,2024 Mar 08 02:08:00 PM,2024 Mar 16 08:45:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11436,114-32 148 STREET,148 STREET,LINDEN BLVD,115 AVE,,,ADDRESS,JAMAICA,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2024 Mar 16 08:45:00 AM,12 QUEENS,QUEENS,"1,041,062","188,977",Unspecified,QUEENS,,,,,,,,40.68519265,-73.79515556,POINT (-73.795155558863 40.685192653946)
60529311,2024 Mar 08 01:02:00 PM,2024 Mar 09 11:00:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11210,604 EAST   26 STREET,EAST   26 STREET,AMERSFORT PL,GLENWOOD RD,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2024 Mar 09 11:00:00 AM,14 BROOKLYN,BROOKLYN,"997,464","170,796",Unspecified,BROOKLYN,,,,,,,,40.63546229,-73.95239043,POINT (-73.952390429058 40.635462287726)
60528126,2024 Mar 08 01:02:00 PM,,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11426,,,,,93 ROAD,GETTYSBURG STREET,INTERSECTION,QUEENS,,,Open,,,,13 QUEENS,QUEENS,"1,059,115","202,900",Unspecified,QUEENS,,,,,,,,40.72327355,-73.72990825,POINT (-73.729908253802 40.723273547477)
60528124,2024 Mar 08 11:44:00 AM,2024 Mar 08 11:55:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11228,7823 15 AVENUE,15 AVENUE,78 ST,79 ST,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2024 Mar 08 11:55:00 AM,11 BROOKLYN,BROOKLYN,"982,867","163,610",Unspecified,BROOKLYN,,,,,,,,40.61574797,-74.00498143,POINT (-74.004981427835 40.615747973748)
60523174,2024 Mar 08 11:29:00 AM,,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11105,21-35 35 STREET,35 STREET,21 AVE,DITMARS BLVD,,,ADDRESS,ASTORIA,,,Open,,,,01 QUEENS,QUEENS,"1,009,857","221,997",Unspecified,QUEENS,,,,,,,,40.77596969,-73.90754421,POINT (-73.907544209743 40.775969694168)
60526866,2024 Mar 08 11:14:00 AM,2024 Mar 08 01:10:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10128,,,,,EAST 89 STREET,LEXINGTON AVENUE,INTERSECTION,MANHATTAN,,,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2024 Mar 08 01:10:00 PM,08 MANHATTAN,MANHATTAN,"996,940","223,976",Unspecified,MANHATTAN,,,,,,,,40.78142951,-73.95417815,POINT (-73.954178153703 40.781429508246)
60526867,2024 Mar 08 10:59:00 AM,2024 Mar 12 08:06:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10314,,,,,CHELSEA ROAD,EDWARD CURRY AVENUE,INTERSECTION,STATEN ISLAND,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2024 Mar 12 08:06:00 AM,02 STATEN ISLAND,STATEN ISLAND,"931,841","162,141",Unspecified,STATEN ISLAND,,,,,,,,40.61156099,-74.18876029,POINT (-74.188760288419 40.611560989018)
60528127,2024 Mar 08 10:32:00 AM,2024 Mar 13 10:10:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11433,163-19 107 AVENUE,107 AVENUE,GUY R BREWER BLVD,164 ST,,,ADDRESS,JAMAICA,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2024 Mar 13 10:10:00 AM,12 QUEENS,QUEENS,"1,041,876","193,738",Unspecified,QUEENS,,,,,,,,40.6982552,-73.79217984,POINT (-73.792179840409 40.69825520122)
60514612,2024 Mar 07 06:32:00 PM,2024 Mar 07 06:32:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11231,,,,,5 STREET,HOYT STREET,INTERSECTION,BROOKLYN,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2024 Mar 07 06:32:00 PM,06 BROOKLYN,BROOKLYN,"985,753","185,781",Unspecified,BROOKLYN,,,,,,,,40.67660256,-73.9945814,POINT (-73.99458140431 40.676602558961)
60514613,2024 Mar 07 04:41:00 PM,2024 Mar 08 12:45:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11231,,,,,5 STREET,HOYT STREET,INTERSECTION,BROOKLYN,,,Closed,,The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,2024 Mar 08 12:45:00 PM,06 BROOKLYN,BROOKLYN,"985,753","185,781",Unspecified,BROOKLYN,,,,,,,,40.67660256,-73.9945814,POINT (-73.99458140431 40.676602558961)
60514614,2024 Mar 07 04:38:00 PM,2024 Mar 07 06:50:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11365,196-54 48 AVENUE,48 AVENUE,197 ST,198 ST,,,ADDRESS,FRESH MEADOWS,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2024 Mar 07 06:50:00 PM,11 QUEENS,QUEENS,"1,044,557","213,031",Unspecified,QUEENS,,,,,,,,40.75119178,-73.78233834,POINT (-73.782338339498 40.751191775655)
60512218,2024 Mar 07 04:14:00 PM,2024 Mar 07 05:40:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11219,1529 49 STREET,49 STREET,15 AVE,16 AVE,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2024 Mar 07 05:40:00 PM,12 BROOKLYN,BROOKLYN,"987,876","169,498",Unspecified,BROOKLYN,,,,,,,,40.63190867,-73.98693635,POINT (-73.986936347515 40.631908667338)
60515840,2024 Mar 07 04:08:00 PM,2024 Mar 13 12:50:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11422,,,,,147 AVENUE,BROOKVILLE BOULEVARD,INTERSECTION,QUEENS,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2024 Mar 13 12:50:00 PM,13 QUEENS,QUEENS,"1,054,985","178,890",Unspecified,QUEENS,,,,,,,,40.6574059,-73.74506014,POINT (-73.745060137856 40.657405898439)
60519539,2024 Mar 07 04:05:00 PM,2024 Mar 07 04:53:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11422,,,,,147 ROAD,240 STREET,INTERSECTION,QUEENS,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2024 Mar 07 04:53:00 PM,13 QUEENS,QUEENS,"1,055,344","178,430",Unspecified,QUEENS,,,,,,,,40.65614043,-73.7437711,POINT (-73.743771103294 40.656140429608)
60512219,2024 Mar 07 03:29:00 PM,2024 Mar 07 06:20:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10309,17 ZEBRA PLACE,ZEBRA PLACE,ARTHUR KILL RD,VETERANS RD W,,,ADDRESS,STATEN ISLAND,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2024 Mar 07 06:20:00 PM,03 STATEN ISLAND,STATEN ISLAND,"923,466","140,591",Unspecified,STATEN ISLAND,,,,,,,,40.5523572,-74.21873041,POINT (-74.218730409004 40.552357197864)
60514615,2024 Mar 07 03:14:00 PM,2024 Mar 13 10:30:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11412,190-11 120 AVENUE,120 AVENUE,190 ST,LUCAS ST,,,ADDRESS,SAINT ALBANS,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2024 Mar 13 10:30:00 AM,12 QUEENS,QUEENS,"1,051,250","189,828",Unspecified,QUEENS,,,,,,,,40.68745719,-73.75841286,POINT (-73.758412860889 40.687457189327)
60512220,2024 Mar 07 03:08:00 PM,2024 Mar 10 02:31:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11692,69-20 ALMEDA AVENUE,ALMEDA AVENUE,BEACH 69 ST,BEACH 72 ST,,,ADDRESS,ARVERNE,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2024 Mar 10 02:31:00 PM,14 QUEENS,QUEENS,"1,040,084","156,792",Unspecified,QUEENS,,,,,,,,40.59685819,-73.79894823,POINT (-73.798948227449 40.596858193013)
60520783,2024 Mar 07 02:23:00 PM,2024 Mar 08 07:40:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11234,3719 QUENTIN ROAD,QUENTIN ROAD,E 37 ST,E 38 ST,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2024 Mar 08 07:40:00 AM,18 BROOKLYN,BROOKLYN,"1,002,056","163,438",Unspecified,BROOKLYN,,,,,,,,40.61525809,-73.93586503,POINT (-73.935865031847 40.615258085615)
60520784,2024 Mar 07 01:23:00 PM,2024 Mar 14 03:20:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11429,104-14 221 STREET,221 STREET,104 AVE,105 AVE,,,ADDRESS,QUEENS VILLAGE,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2024 Mar 14 03:20:00 PM,13 QUEENS,QUEENS,"1,058,094","198,465",Unspecified,QUEENS,,,,,,,,40.71110917,-73.73364036,POINT (-73.733640362407 40.711109174323)
60514616,2024 Mar 07 01:23:00 PM,2024 Mar 14 02:05:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11429,223-44 105 AVENUE,105 AVENUE,223 ST,225 ST,,,ADDRESS,QUEENS VILLAGE,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2024 Mar 14 02:05:00 PM,13 QUEENS,QUEENS,"1,058,620","198,091",Unspecified,QUEENS,,,,,,,,40.71007823,-73.73174719,POINT (-73.731747192597 40.710078232273)
60520785,2024 Mar 07 12:47:00 PM,2024 Mar 07 01:30:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11358,46-45 189 STREET,189 STREET,46 RD,47 AVE,,,ADDRESS,FLUSHING,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2024 Mar 07 01:30:00 PM,11 QUEENS,QUEENS,"1,042,179","213,309",Unspecified,QUEENS,,,,,,,,40.75197071,-73.79091865,POINT (-73.79091865347 40.751970711707)
60514617,2024 Mar 07 12:41:00 PM,2024 Mar 13 10:25:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11412,119-36 196 STREET,196 STREET,119 AVE,120 AVE,,,ADDRESS,SAINT ALBANS,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2024 Mar 13 10:25:00 AM,12 QUEENS,QUEENS,"1,052,374","190,781",Unspecified,QUEENS,,,,,,,,40.69006437,-73.75435035,POINT (-73.754350350831 40.690064365162)
60520786,2024 Mar 07 12:32:00 PM,2024 Mar 07 02:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11373,41-26 GLEANE STREET,GLEANE STREET,BRITTON AVE,ELMHURST AVE,,,ADDRESS,ELMHURST,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2024 Mar 07 02:00:00 PM,04 QUEENS,QUEENS,"1,017,808","211,095",Unspecified,QUEENS,,,,,,,,40.74601992,-73.87889104,POINT (-73.878891044537 40.746019921771)
60512221,2024 Mar 07 12:14:00 PM,2024 Mar 08 09:45:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11203,90 EAST   56 STREET,EAST   56 STREET,LENOX RD,LINDEN BLVD,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2024 Mar 08 09:45:00 AM,17 BROOKLYN,BROOKLYN,"1,005,083","177,907",Unspecified,BROOKLYN,,,,,,,,40.6549658,-73.92491749,POINT (-73.924917494314 40.654965799302)
60517056,2024 Mar 07 12:08:00 PM,2024 Mar 13 12:20:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11004,265-19 83 AVENUE,83 AVENUE,265 ST,266 ST,,,ADDRESS,GLEN OAKS,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2024 Mar 13 12:20:00 PM,13 QUEENS,QUEENS,"1,066,231","209,086",Unspecified,QUEENS,,,,,,,,40.74018942,-73.70416055,POINT (-73.70416055371 40.740189418686)
